# shear_rate,viscosity_raw,viscosity_avg
217.59,11.93,11.93
249.28,12.50,12.50
367.69,9.92,9.92
449.79,10.73,10.73
795.17,9.39,9.39
1624.94,9.48,9.48
2634.14,13.06,13.06
2635.86,13.05,13.06
2643.56,13.05,13.06
2651.33,13.06,13.06
2661.80,13.04,13.06
2672.38,13.02,13.06
2680.89,13.02,13.06
2693.56,12.98,13.06
2704.03,12.97,13.06
2712.84,12.97,13.06
2721.25,12.97,13.06
2730.24,12.97,13.06
2750.83,12.87,13.06
2764.93,12.82,13.06
2768.83,12.87,13.06
2775.24,12.90,13.06
2787.18,12.88,13.06
2801.86,12.84,13.06
2810.59,12.84,13.06
2817.85,12.87,13.06
2824.59,12.90,13.06
2839.89,12.85,13.06
2857.57,12.78,13.06
2867.99,12.78,13.06
2870.31,12.86,13.06
2877.44,12.89,13.06
2893.02,12.84,13.06
2909.63,12.79,13.06
2914.38,12.84,13.06
2925.21,12.85,13.06
2933.37,12.88,13.06
2949.87,12.83,13.06
2969.69,12.76,13.06
2986.70,12.71,13.06
2980.47,12.86,13.06
2985.50,12.92,13.06
3015.07,12.77,13.06
3032.90,12.72,13.06
3038.75,12.78,13.06
3018.63,13.05,13.06
3027.76,13.08,13.06
3065.68,12.87,13.06
3081.33,12.84,13.06
3090.87,12.87,13.06
3111.21,12.82,13.06
3116.99,12.88,13.06
3130.21,12.88,13.06
3146.56,12.86,13.06
3174.60,12.86,13.06
3194.36,12.83,13.06
3212.16,12.80,13.06
3210.49,12.93,13.06
3270.31,12.58,13.06
3311.93,12.37,13.06
3261.22,12.88,13.06
3258.92,13.02,13.06
3281.29,12.97,13.06
3312.44,12.85,13.06
3332.17,12.82,13.06
3323.52,13.01,13.06
3365.11,12.82,13.06
3416.24,12.57,13.06
3407.43,12.76,13.06
3395.79,12.98,13.06
3410.17,13.01,13.06
3414.98,13.10,13.06
3383.34,13.49,13.06
3398.31,13.52,13.06
3404.66,13.61,13.06
3421.19,13.63,13.06
3454.06,13.52,13.06
3472.42,13.53,13.06
3479.16,13.63,13.06
3507.80,13.56,13.06
3517.15,13.65,13.06
3541.55,13.62,13.06
3592.06,13.40,13.06
3606.41,13.45,13.06
3622.07,13.50,13.06
3635.17,13.57,13.06
3640.07,13.70,13.06
3647.68,13.81,13.06
3680.77,13.74,13.06
3720.74,13.62,13.06
3780.99,13.36,13.06
3821.62,13.25,13.06
3811.26,13.50,13.06
3831.46,13.55,13.06
3848.66,13.61,13.06
3880.65,13.58,13.06
3927.07,13.45,13.06
3954.14,13.46,13.06
3980.15,13.48,13.06
4022.87,13.39,13.06
4059.25,13.35,13.06
4104.32,13.26,13.06
4190.19,12.92,13.06
4228.96,12.88,13.06
4235.42,13.05,13.06
4310.70,13.02,13.06
4316.90,13.20,13.06
4381.51,13.04,13.06
4417.18,13.05,13.06
4476.76,12.94,13.06
4502.77,13.02,13.06
4551.07,12.98,13.06
4603.87,12.92,13.06
4670.96,12.80,13.06
4714.33,12.81,13.06
4712.88,13.07,13.06
4743.54,13.15,13.06
4765.12,13.31,13.06
4838.28,13.18,13.06
4876.96,13.26,13.06
4929.18,13.28,13.06
5036.30,13.00,13.06
5121.55,12.86,13.06
5136.24,13.10,13.06
5208.47,13.05,13.06
5336.59,12.74,13.06
5436.94,12.59,13.06
5432.84,12.93,13.06
5505.44,12.93,13.06
5581.03,12.94,13.06
5618.53,13.13,13.06
5723.71,13.03,13.06
5849.85,12.85,13.06
5871.40,13.16,13.06
6028.33,12.88,13.06
6248.15,12.39,13.06
6346.95,12.43,13.06
6371.11,12.77,13.06
6533.31,12.60,13.06
6643.20,12.65,13.06
6846.80,12.40,13.06
7121.87,11.93,13.06
7305.05,11.84,13.06
7452.40,11.88,13.06
7628.00,11.89,13.06
7914.04,11.59,13.06
8201.23,11.37,13.06
8529.27,11.11,13.06
8819.94,10.99,13.06
9138.45,10.88,13.06
9358.48,11.06,13.06
9814.72,10.78,13.06
10473.72,10.19,13.06
11030.03,9.97,13.06
11641.04,9.76,13.06
12324.20,9.60,13.06
14560.70,8.58,13.06
15829.03,8.29,13.06
17667.18,7.76,13.06
19294.65,7.83,13.06
23578.79,6.55,13.06
29383.86,5.61,13.06
39118.28,4.79,13.06
48467.57,6.24,13.06
5000000.00,20.04,20.04
15000000.00,9.01,9.01
